seed,other_10,other_20,other_30,other_40,other_50,other_60,other_70,other_80,other_90,other_100
9692,0.0508696770702913,0.884434000825426,-0.859254437278248,-0.828699591912544,-0.651892367000623,0.0523848689914265,0.656178339255705,0.771802304762532,0.933767466178268,0.323692325785752
2642,0.681834310508731,-0.76439983188976,0.0500751360900889,-0.735937204051023,0.575695027938727,0.274877763784258,-0.512114111397577,0.643520297831985,-0.26776945810598,0.764717361121615
620,0.735976698708858,0.0220956437232546,-0.977333407586277,-0.972976524865223,-0.855555950750558,-0.729883127322428,-0.943816735469492,-0.971022460198284,-0.928611307917549,-0.603595405291341
4807,-0.925444353473102,0.738140798230714,-0.832979929927837,-0.879568068295784,-0.284452109483501,0.488728716547134,0.814443726721617,0.936091615886489,-0.740828204120859,-0.604481992256786
6700,-0.421491561141983,0.723241007282125,-0.245818726760127,0.739515233187194,-0.510135553708945,0.986872187516146,-0.0559478423981582,0.736504367916856,-0.834228190875562,0.233261238244766
5749,0.132736966415226,0.418456478309661,-0.609050379640767,-0.904022097008039,0.14544303102628,0.687761885444521,0.657449231583182,0.3443063877513,0.83090143910734,0.737239511148326
1681,-0.266609399734189,-0.34525644171443,-0.595336920151451,-0.559419041992039,-0.45382179193047,-0.929169052505031,-0.960102798662984,-0.907644766071803,-0.781673298597199,-0.742384086568917
7711,0.757582181763292,0.0567504220852676,0.868650881580648,0.849028610507407,0.702211375659056,-0.894424742317775,-0.928421246786645,-0.919705538201566,-0.506595324447324,-0.36727614134977
9147,0.902551009905443,-0.735614744426472,-0.521731823899828,0.960876129241412,0.780073307533569,0.749619382951118,0.644253348292561,-0.864306251000491,-0.720305807969419,-0.538942714372627
488,-0.697342981382119,-0.146710449761979,-0.937198162137775,-0.90074848615506,0.842996532519036,0.810009206722536,-0.533612243998994,0.832352510023257,0.418861907698067,0.80825411591459
2959,-0.690890729589582,-0.703108531000118,0.720323927213231,0.39943299880568,-0.198573151039107,-0.728069988100052,-0.977312124493038,-0.722182437784514,-0.447370158211845,-0.341962778911697
2599,-0.85791311443636,-0.972605338650942,0.183072995030213,-0.871371248424177,-0.876079282912092,0.183092651480273,-0.0757915456498461,0.392095661572688,-0.840340987737814,-0.763444051883113
4429,-0.992672198874259,0.825098593142631,0.617683708859838,0.432954407657857,0.628492679753492,-0.203216005814686,-0.255048177629805,-0.0368296990753356,-0.212480465470213,-0.578150230501636
5443,0.748531147433201,0.219862101474973,0.731368195788993,-0.940076309698299,-0.233268651370673,0.347620108868383,0.796851122871667,0.906014950405419,-0.327309853160895,-0.579265012739893
7169,-0.633247613826597,0.893668904614266,-0.722179301087702,0.194501866454545,0.569778823981068,-0.629902883346534,-0.520253269227766,0.245556930455493,-0.282365100354127,0.39001335433204
6348,0.924628498657864,-0.866408901676852,0.200949937431784,0.265203022216834,-0.496108013646355,-0.602066334180421,-0.954713337582491,-0.295071239833673,-0.245279032692952,0.186220010089274
7298,0.673255121427991,-0.713937872449992,-0.678011744822996,-0.79898666810661,-0.326858604779503,0.0991271465715642,0.489470133812096,0.794178515059732,-0.538737782051394,-0.417099828872714
7013,0.489924654316939,0.211876442711544,-0.508330919609872,-0.839208602190252,-0.257008842676153,0.702690448804834,0.407387159999559,0.389828774863533,0.52559179946585,0.649829732300922
473,-0.780296266976579,0.59075187390805,0.193864340446131,0.443252464100674,0.979164163665404,0.0100068560723825,0.803603835798489,0.301986260389971,-0.856503245660114,-0.716845482915313
7479,0.608927237906921,-0.0545091384042787,0.486843501461073,-0.880227745333774,-0.942732971785685,-0.915801268206935,-0.948062928241013,-0.925709233443947,-0.800894857377673,-0.821284455532593
2642,0.681834310508731,-0.76439983188976,0.0500751360900889,-0.735937204051023,0.575695027938727,0.274877763784258,-0.512114111397577,0.643520297831985,-0.26776945810598,0.764717361121615
620,0.735976698708858,0.0220956437232546,-0.977333407586277,-0.972976524865223,-0.855555950750558,-0.729883127322428,-0.943816735469492,-0.971022460198284,-0.928611307917549,-0.603595405291341
6348,0.924628498657864,-0.866408901676852,0.200949937431784,0.265203022216834,-0.496108013646355,-0.602066334180421,-0.954713337582491,-0.295071239833673,-0.245279032692952,0.186220010089274
7298,0.673255121427991,-0.713937872449992,-0.678011744822996,-0.79898666810661,-0.326858604779503,0.0991271465715642,0.489470133812096,0.794178515059732,-0.538737782051394,-0.417099828872714
7013,0.489924654316939,0.211876442711544,-0.508330919609872,-0.839208602190252,-0.257008842676153,0.702690448804834,0.407387159999559,0.389828774863533,0.52559179946585,0.649829732300922
473,-0.780296266976579,0.59075187390805,0.193864340446131,0.443252464100674,0.979164163665404,0.0100068560723825,0.803603835798489,0.301986260389971,-0.856503245660114,-0.716845482915313
7479,0.608927237906921,-0.0545091384042787,0.486843501461073,-0.880227745333774,-0.942732971785685,-0.915801268206935,-0.948062928241013,-0.925709233443947,-0.800894857377673,-0.821284455532593
2642,0.681834310508731,-0.76439983188976,0.0500751360900889,-0.735937204051023,0.575695027938727,0.274877763784258,-0.512114111397577,0.643520297831985,-0.26776945810598,0.764717361121615
620,0.735976698708858,0.0220956437232546,-0.977333407586277,-0.972976524865223,-0.855555950750558,-0.729883127322428,-0.943816735469492,-0.971022460198284,-0.928611307917549,-0.603595405291341
