0.057592   0.000000   0.867089
0.046593   0.033852   0.867089
0.017797   0.054773   0.867089
-0.017797   0.054773   0.867089
-0.046593   0.033852   0.867089
-0.057592   0.000000   0.867089
-0.046593   -0.033852   0.867089
-0.017797   -0.054773   0.867089
0.017797   -0.054773   0.867089
0.046593   -0.033852   0.867089
0.067555   0.092981   0.861366
0.035516   0.109306   0.861366
0.000000   0.114931   0.861366
-0.035516   0.109306   0.861366
-0.067555   0.092981   0.861366
-0.092981   0.067555   0.861366
-0.109306   0.035516   0.861366
-0.114931   0.000000   0.861366
-0.109306   -0.035516   0.861366
-0.092981   -0.067555   0.861366
-0.067555   -0.092981   0.861366
-0.035516   -0.109306   0.861366
-0.000000   -0.114931   0.861366
0.035516   -0.109306   0.861366
0.067555   -0.092981   0.861366
0.092981   -0.067555   0.861366
0.109306   -0.035516   0.861366
0.114931   -0.000000   0.861366
0.109306   0.035516   0.861366
0.092981   0.067555   0.861366
0.121456   0.121456   0.851856
0.094521   0.143418   0.851856
0.063716   0.159509   0.851856
0.030303   0.169070   0.851856
-0.004351   0.171709   0.851856
-0.038827   0.167318   0.851856
-0.071713   0.156077   0.851856
-0.101663   0.138447   0.851856
-0.127451   0.115148   0.851856
-0.148022   0.087135   0.851856
-0.162532   0.055555   0.851856
-0.170388   0.021700   0.851856
-0.171268   -0.013043   0.851856
-0.165137   -0.047252   0.851856
-0.152245   -0.079526   0.851856
-0.133120   -0.108545   0.851856
-0.108545   -0.133120   0.851856
-0.079526   -0.152245   0.851856
-0.047252   -0.165137   0.851856
-0.013043   -0.171268   0.851856
0.021700   -0.170388   0.851856
0.055555   -0.162532   0.851856
0.087135   -0.148022   0.851856
0.115148   -0.127451   0.851856
0.138447   -0.101663   0.851856
0.156077   -0.071713   0.851856
0.167318   -0.038827   0.851856
0.171709   -0.004351   0.851856
0.169070   0.030303   0.851856
0.159509   0.063716   0.851856
0.143418   0.094521   0.851856
0.172877   0.148410   0.838599
0.147532   0.173627   0.838599
0.118555   0.194569   0.838599
0.086658   0.210719   0.838599
0.052627   0.221681   0.838599
0.017301   0.227185   0.838599
-0.018452   0.227094   0.838599
-0.053750   0.221412   0.838599
-0.087725   0.210277   0.838599
-0.119539   0.193965   0.838599
-0.148410   0.172877   0.838599
-0.173627   0.147532   0.838599
-0.194569   0.118555   0.838599
-0.210719   0.086658   0.838599
-0.221681   0.052627   0.838599
-0.227185   0.017301   0.838599
-0.227094   -0.018452   0.838599
-0.221412   -0.053750   0.838599
-0.210277   -0.087725   0.838599
-0.193965   -0.119539   0.838599
-0.172877   -0.148410   0.838599
-0.147532   -0.173627   0.838599
-0.118555   -0.194569   0.838599
-0.086658   -0.210719   0.838599
-0.052627   -0.221681   0.838599
-0.017301   -0.227185   0.838599
0.018452   -0.227094   0.838599
0.053750   -0.221412   0.838599
0.087725   -0.210277   0.838599
0.119539   -0.193965   0.838599
0.148410   -0.172877   0.838599
0.173627   -0.147532   0.838599
0.194569   -0.118555   0.838599
0.210719   -0.086658   0.838599
0.221681   -0.052627   0.838599
0.227185   -0.017301   0.838599
0.227094   0.018452   0.838599
0.221412   0.053750   0.838599
0.210277   0.087725   0.838599
0.193965   0.119539   0.838599
0.215133   0.183741   0.821656
0.190408   0.209255   0.821656
0.162680   0.231470   0.821656
0.132386   0.250034   0.821656
0.100005   0.264655   0.821656
0.066046   0.275102   0.821656
0.031046   0.281210   0.821656
-0.004444   0.282884   0.821656
-0.039864   0.280096   0.821656
-0.074655   0.272891   0.821656
-0.108268   0.261383   0.821656
-0.140175   0.245752   0.821656
-0.169870   0.226246   0.821656
-0.196887   0.203171   0.821656
-0.220798   0.176893   0.821656
-0.241228   0.147825   0.821656
-0.257853   0.116425   0.821656
-0.270412   0.083190   0.821656
-0.278706   0.048642   0.821656
-0.282605   0.013327   0.821656
-0.282047   -0.022198   0.821656
-0.277040   -0.057372   0.821656
-0.267665   -0.091642   0.821656
-0.254069   -0.124467   0.821656
-0.236466   -0.155329   0.821656
-0.215133   -0.183741   0.821656
-0.190408   -0.209255   0.821656
-0.162680   -0.231470   0.821656
-0.132386   -0.250034   0.821656
-0.100005   -0.264655   0.821656
-0.066046   -0.275102   0.821656
-0.031046   -0.281210   0.821656
0.004444   -0.282884   0.821656
0.039864   -0.280096   0.821656
0.074655   -0.272891   0.821656
0.108268   -0.261383   0.821656
0.140175   -0.245752   0.821656
0.169870   -0.226246   0.821656
0.196887   -0.203171   0.821656
0.220798   -0.176893   0.821656
0.241228   -0.147825   0.821656
0.257853   -0.116425   0.821656
0.270412   -0.083190   0.821656
0.278706   -0.048642   0.821656
0.282605   -0.013327   0.821656
0.282047   0.022198   0.821656
0.277040   0.057372   0.821656
0.267665   0.091642   0.821656
0.254069   0.124467   0.821656
0.236466   0.155329   0.821656
0.259471   0.214653   0.801099
0.235612   0.240599   0.801099
0.209172   0.263910   0.801099
0.180440   0.284328   0.801099
0.149731   0.301632   0.801099
0.117382   0.315631   0.801099
0.083747   0.326171   0.801099
0.049194   0.333138   0.801099
0.014102   0.336456   0.801099
-0.021145   0.336087   0.801099
-0.056160   0.332035   0.801099
-0.090559   0.324346   0.801099
-0.123966   0.313103   0.801099
-0.156015   0.298430   0.801099
-0.186355   0.280487   0.801099
-0.214653   0.259471   0.801099
-0.240599   0.235612   0.801099
-0.263910   0.209172   0.801099
-0.284328   0.180440   0.801099
-0.301632   0.149731   0.801099
-0.315631   0.117382   0.801099
-0.326171   0.083747   0.801099
-0.333138   0.049194   0.801099
-0.336456   0.014102   0.801099
-0.336087   -0.021145   0.801099
-0.332035   -0.056160   0.801099
-0.324346   -0.090559   0.801099
-0.313103   -0.123966   0.801099
-0.298430   -0.156015   0.801099
-0.280487   -0.186355   0.801099
-0.259471   -0.214653   0.801099
-0.235612   -0.240599   0.801099
-0.209172   -0.263910   0.801099
-0.180440   -0.284328   0.801099
-0.149731   -0.301632   0.801099
-0.117382   -0.315631   0.801099
-0.083747   -0.326171   0.801099
-0.049194   -0.333138   0.801099
-0.014102   -0.336456   0.801099
0.021145   -0.336087   0.801099
0.056160   -0.332035   0.801099
0.090559   -0.324346   0.801099
0.123966   -0.313103   0.801099
0.156015   -0.298430   0.801099
0.186355   -0.280487   0.801099
0.214653   -0.259471   0.801099
0.240599   -0.235612   0.801099
0.263910   -0.209172   0.801099
0.284328   -0.180440   0.801099
0.301632   -0.149731   0.801099
0.315631   -0.117382   0.801099
0.326171   -0.083747   0.801099
0.333138   -0.049194   0.801099
0.336456   -0.014102   0.801099
0.336087   0.021145   0.801099
0.332035   0.056160   0.801099
0.324346   0.090559   0.801099
0.313103   0.123966   0.801099
0.298430   0.156015   0.801099
0.280487   0.186355   0.801099
0.302390   0.244870   0.777020
0.278869   0.271353   0.777020
0.253039   0.295588   0.777020
