Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9,Trial 10,Trial 11,Trial 12,Trial 13,Trial 14,Trial 15,Trial 16,Trial 17,Trial 18,Trial 19,Trial 20,Trial 21,Trial 22,Trial 23,Trial 24,Trial 25,Trial 26,Trial 27,Trial 28,Trial 29,Trial 30,Trial 31,Trial 32,Trial 33,Trial 34,Trial 35,Trial 36,Trial 37,Trial 38,Trial 39,Trial 40,Trial 41,Trial 42,Trial 43,Trial 44,Trial 45,Trial 46,Trial 47,Trial 48,Trial 49,Trial 50,Trial 51,Trial 52,Trial 53,Trial 54,Trial 55,Trial 56,Trial 57,Trial 58,Trial 59,Trial 60,Trial 61,Trial 62,Trial 63,Trial 64,Trial 65,Trial 66,Trial 67,Trial 68,Trial 69,Trial 70,Trial 71,Trial 72,Trial 73,Trial 74,Trial 75,Trial 76,Trial 77,Trial 78,Trial 79,Trial 80,Trial 81,Trial 82,Trial 83,Trial 84,Trial 85,Trial 86,Trial 87,Trial 88,Trial 89,Trial 90,Trial 91,Trial 92,Trial 93,Trial 94,Trial 95,Trial 96,Trial 97,Trial 98,Trial 99,Trial 100,Trial 101,Trial 102,Average ERP Waveform,95% CI Lower Bound,95% CI Upper Bound,Standard Error
2.82287264,-1.13880658,-3.14284587,-10.04323769,-0.20315933,1.12679434,-0.28074747,1.36156082,1.1959902,3.74242139,1.78840005,-1.2255646,-1.08680534,2.25380158,0.1709733,0.71717471,1.9910332,-0.24282002,1.41756737,3.83690906,4.41482306,-1.97855973,-4.0245266,-5.86327314,-2.89795065,2.73700833,0.90159774,-0.62526023,-1.36531937,0.82358754,-5.13077641,-4.33164072,0.50119489,-3.89274931,0.19685613,-3.36532354,2.00155234,-0.44485527,0.74938709,-1.86373055,-0.45619214,-1.28984547,0.18232071,1.08274245,-4.33238363,-1.68153894,-1.11284208,0.40662158,-1.14390039,-2.54390478,-1.30147135,-6.2988019,4.21977711,2.8369019,3.02847958,0.58160788,-1.34686172,-1.9594636,-1.09836948,-2.48732281,-0.49646133,-6.05578899,-1.51544905,-0.71178615,0.76139128,1.44026959,2.52877378,-0.27125168,1.57959056,-2.22815156,0.72157669,2.59065628,-1.41272688,-0.23717867,-0.79286569,2.23988295,7.30801582,0.15830743,2.41250134,1.3659972,-4.11409473,1.91683114,1.19783092,-0.27334809,1.50308394,1.23337841,0.40031508,-0.03916323,-0.17229205,0.76546931,-2.78995466,0.48533785,-4.24002934,-0.06786983,-3.07705235,2.58679247,1.93738604,-2.748034,-0.86329508,0.02659082,-2.08802414,2.32245827,-0.292385039705882,-6.0461631975,4.2006337075,0.257401599905627
2.64247656,-1.10443449,-3.06460571,-9.49219799,-0.15500045,2.06251407,-0.67118347,1.1918149,1.20294857,3.68748999,1.49845076,-1.2885654,-1.20154142,2.56877804,-0.12849507,1.53146613,1.79112005,0.38887298,1.61916113,3.11243534,4.82113075,-3.35938931,-4.03841114,-6.91420746,-1.99081397,2.79839683,0.0315361,-0.59283507,-1.28558016,0.0381633,-5.89060354,-4.64119959,0.73962384,-4.08081341,0.33242199,-3.70634127,1.30320454,-0.41757679,1.45770681,-1.94099653,-0.46021235,-1.44095325,0.46644083,1.09520698,-4.74121857,-1.63526678,-0.85774887,0.36451006,-1.15986574,-2.20109701,-1.33496916,-6.2009716,4.3234787,3.31323171,3.05012417,0.76145273,-1.63946378,-1.06192565,-0.99306142,-2.82880831,-0.15550685,-5.64179087,-2.41651607,-0.91112697,0.76811582,1.550349,2.4809742,-0.55785692,1.3071208,-2.67504907,0.09733868,2.62120247,-1.71394992,-0.32426679,-0.54601949,1.94962156,7.1616888,0.53752625,1.83656466,1.36450958,-4.16154528,1.65668452,0.93021035,-0.13717854,1.63358414,1.03661942,0.52882558,-0.36934447,-0.48049891,0.81434417,-2.66320324,0.49198407,-4.63042164,-0.45037884,-3.29287815,2.9437952,2.09843922,-3.05486631,-1.32286608,-0.30114987,-1.63564372,2.09843874,-0.351571741568628,-6.185453197,4.2916792645,0.261985607367514
2.38903785,-1.00258923,-2.97192621,-8.78794098,-0.09804285,2.96596265,-1.017362,0.97504735,1.17939663,3.50002074,1.14306414,-1.25737703,-1.29554415,2.8250618,-0.45324364,2.26629853,1.52345216,1.02494812,1.72298932,2.2334981,5.15436268,-4.64240885,-3.88907814,-7.70799017,-1.01284635,2.78677154,-0.82386637,-0.5278219,-1.21187115,-0.75832671,-6.48706579,-4.78761148,0.95099539,-4.13195038,0.43197867,-3.96327662,0.59303123,-0.37359646,2.10843468,-1.93943799,-0.43087482,-1.54921353,0.76499635,1.15048194,-5.00190687,-1.58267903,-0.55546755,0.27779615,-1.11028266,-1.88544452,-1.3035506,-5.99088526,4.26540279,3.6799376,3.00844479,0.91713524,-1.88319051,-0.12909293,-0.8902241,-3.0945971,0.17266655,-5.04037762,-3.27060938,-1.15338898,0.72864914,1.59693956,2.35002089,-0.84411621,0.98648334,-2.98374796,-0.50468802,2.61145592,-1.95841777,-0.38824397,-0.27060992,1.62934971,6.80912685,0.91667038,1.29030275,1.30391872,-4.08757067,1.37611675,0.61720073,0.03137243,1.68709075,0.83748025,0.61468393,-0.70045733,-0.79264855,0.8265788,-2.49146366,0.57207286,-4.92296124,-0.80965596,-3.39637804,3.14323807,2.19572973,-3.36869144,-1.77048886,-0.60726362,-1.18729138,1.80796695,-0.403470519705882,-6.4622567635,4.2361295305,0.265300628330892
2.07460523,-0.83042252,-2.87343311,-7.96954393,-0.03191912,3.80048752,-1.30139065,0.72370905,1.1172359,3.1900878,0.73623455,-1.12830138,-1.37132978,3.01234484,-0.80018806,2.90660858,1.19957626,1.63931489,1.71508217,1.2387557,5.41124439,-5.77864075,-3.57635069,-8.23335552,0.00263512,2.70231962,-1.62705684,-0.43305182,-1.14068472,-1.53354037,-6.90627766,-4.76784325,1.13057113,-4.03624439,0.50002217,-4.13273573,-0.1026094,-0.31661326,2.6741426,-1.86695886,-0.36498463,-1.61721933,1.06124353,1.23759878,-5.09922981,-1.52325344,-0.21657443,0.15147603,-0.99721152,-1.6097064,-1.20583761,-5.67768192,4.05155754,3.91997123,2.90713716,1.04014277,-2.07516623,0.80499136,-0.79106432,-3.27224636,0.47752786,-4.27141762,-4.0324769,-1.43104863,0.63914531,1.58122921,2.14078832,-1.10776949,0.63184857,-3.14458227,-1.06663108,2.55390644,-2.13776517,-0.42695665,0.03008437,1.29563534,6.2642765,1.27613354,0.79239619,1.18900204,-3.89465261,1.07711709,0.26681828,0.22750187,1.66459787,0.64463645,0.65179133,-1.01595807,-1.09544301,0.80288446,-2.27438521,0.71609062,-5.09551382,-1.12556708,-3.37622118,3.18068051,2.23014188,-3.67342854,-2.19374967,-0.88017374,-0.75882828,1.45857263,-0.445777786568628,-6.8498958145,4.0449782245,0.266880012754787
1.71420789,-0.58885401,-2.77556515,-7.0759306,0.04404974,4.53189611,-1.50844812,0.45212686,1.01008093,2.77216434,0.29467785,-0.90273738,-1.43091869,3.12229681,-1.16377425,3.4408884,0.83403361,2.2062974,1.58661139,0.17170979,5.589818,-6.72335196,-3.1086092,-8.49019527,1.0203526,2.54787588,-2.3427372,-0.31276798,-1.06796968,-2.2564249,-7.13919973,-4.58515787,1.27473688,-3.79019427,0.54298776,-4.21271467,-0.7579726,-0.25137556,3.13093328,-1.73476672,-0.2612747,-1.64880455,1.33853066,1.34267426,-5.02436876,-1.45560765,0.14635277,-0.00719702,-0.82593226,-1.38306558,-1.04441965,-5.27245378,3.6951921,4.02171564,2.75107789,1.12313163,-2.21445465,1.70542622,-0.69577205,-3.3527751,0.75019872,-3.36041689,-4.66078949,-1.73337817,0.49870601,1.5070653,1.8607893,-1.32763529,0.25885594,-3.15474916,-1.57306087,2.44224882,-2.24547219,-0.438205,0.35060075,0.96441805,5.54717112,1.59685612,0.35843277,1.02670407,-3.58978415,0.76249254,-0.11072282,0.44518518,1.570786,0.46631515,0.63586438,-1.29835963,-1.37535441,0.74547505,-2.01252794,0.9095813,-5.13113213,-1.38104081,-3.2268796,3.05812883,2.20485449,-3.95422935,-2.580266,-1.11040819,-0.36421698,1.05944145,-0.476494143137255,-7.058301668,4.5063870865,0.266394781518896
1.3252368,-0.28275689,-2.68204665,-6.14411497,0.13062358,5.13004684,-1.627491,0.17575487,0.85384578,2.26440382,-0.16283011,-0.587183,-1.47565508,3.14892912,-1.53600132,3.86138225,0.44358134,2.70174551,1.33461988,-0.92152214,5.68924999,-7.43793488,-2.50243998,-8.48911476,2.00453663,2.32889295,-2.93943453,-0.17246127,-0.98946196,-2.89854574,-7.18185425,-4.24891949,1.38116431,-3.39705777,0.5686304,-4.20249796,-1.34898376,-0.1834079,3.459445,-1.55655813,-0.1206013,-1.64869499,1.58126366,1.4497745,-4.77544832,-1.37767935,0.51922321,-0.189161,-0.60465693,-1.21069038,-0.82574379,-4.78762579,3.21604681,3.97963762,2.54618454,1.16044354,-2.30186105,2.53802943,-0.60355932,-3.33104801,0.98360515,-2.33742523,-5.12026501,-2.04691076,0.30957311,1.380669,1.51975417,-1.48490691,-0.11594391,-3.01826215,-2.01146865,2.27179337,-2.27705741,-0.41997123,0.68347359,0.65026283,4.68306446,1.86131811,0.00033927,0.82573533,-3.18401623,0.43604648,-0.50336111,0.67734414,1.41377616,0.30991462,0.56483197,-1.53013897,-1.61915076,0.65808946,-1.7075907,1.13419139,-5.019032,-1.56278181,-2.94897842,2.78389192,2.12496519,-4.19817543,-2.91803503,-1.29107964,-0.01493651,0.62118596,-0.494000133137255,-7.129967286,4.647893118,0.263682133842791
0.92671585,0.07906517,-2.59356833,-5.20763159,0.22839034,5.57025433,-1.65176451,-0.08963439,0.647219,1.68780637,-0.61627722,-0.19297594,-1.5061419,3.08888555,-1.90661299,4.16416025,0.04628897,3.10408401,0.96245003,-1.99452758,5.70965767,-7.89161587,-1.78183746,-8.250494,2.92044497,2.05330849,-3.39086032,-0.0186224,-0.9010222,-3.43527532,-7.03542137,-3.77415371,1.44894588,-2.86687398,0.58534813,-4.10260868,-1.85424018,-0.11868735,3.64563036,-1.3476007,0.05395067,-1.62214303,1.77579701,1.5419116,-4.3577795,-1.28694868,0.88700527,-0.38409385,-0.34408638,-1.09349036,-0.5597477,-4.23635197,2.63922596,3.79463482,2.29926538,1.1485287,-2.33967304,3.27092123,-0.51276726,-3.20599461,1.17260265,-1.23580253,-5.38345861,-2.35605431,0.07715112,1.21019912,1.12915075,-1.56434023,-0.47570455,-2.74560308,-2.37261295,2.0397625,-2.23018479,-0.37070543,1.01955819,0.36571491,3.70140076,2.05445981,-0.27403054,0.59610569,-2.69179225,0.10268658,-0.89766395,0.91609406,1.20465803,0.18166086,0.43913621,-1.69471407,-1.81443489,0.5459311,-1.36258912,1.36894536,-4.75527287,-1.66178417,-2.5493319,2.37217546,1.99701357,-4.39480019,-3.19583583,-1.41823363,0.2804589,0.15558279,-0.497118919901961,-6.952823232,4.1456839785,0.258767659645437
0.53844029,0.48413691,-2.50766349,-4.29529715,0.3375051,5.83442926,-1.57908249,-0.3287878,0.39196706,1.06528878,-1.04532218,0.26419252,-1.52225828,2.94163465,-2.26345992,4.34903717,-0.33943588,3.39527941,0.47987282,-3.00287127,5.65191078,-8.06281471,-0.97698939,-7.80304384,3.73579359,1.73125994,-3.67706633,0.14152765,-0.79896027,-3.84678459,-6.70613289,-3.1808815,1.47863781,-2.21609259,0.60149699,-3.91479182,-2.25589824,-0.06327842,3.68133712,-1.12375665,0.25707519,-1.57456791,1.91120934,1.60210955,-3.78376055,-1.1807127,1.23436701,-0.58102345,-0.05683215,-1.02812719,-0.25931239,-3.63195515,1.99386656,3.47406268,2.01784849,1.08628237,-2.33135009,3.87605357,-0.42104304,-2.98061228,1.313972,-0.09091389,-5.43214989,-2.64386559,-0.19015914,1.00526023,0.70167124,-1.55523849,-0.80392987,-2.35308743,-2.65069079,1.74556088,-2.10475016,-0.289648,1.34846663,0.12076724,2.63467741,2.16449857,-0.46111238,0.34860858,-2.13017941,-0.23157161,-1.27936971,1.15297246,0.9569245,0.08629523,0.26192212,-1.77744222,-1.95018888,0.41550899,-0.98200583,1.59167755,-4.34305763,-1.67359543,-2.0406816,1.84241438,1.82847381,-4.53647232,-3.40363717,-1.49100089,0.51659912,-0.32475385,-0.485162502254902,-6.64243374,4.32538799,0.251881243552897
0.18006313,0.91679239,-2.41880417,-3.43029332,0.45745653,5.91192007,-1.4118861,-0.52780086,0.09307432,0.42073327,-1.43028033,0.765001,-1.52324295,2.70955515,-2.59300685,4.41938925,-0.69585079,3.56165504,-0.09713173,-3.90620375,5.51749897,-7.94025373,-0.12271193,-7.18208408,4.42214108,1.37473226,-3.78531504,0.30036032,-0.68032098,-4.11879444,-6.20508862,-2.49322891,1.4722718,-1.46690452,0.62467229,-3.64205289,-2.54041767,-0.0229353,3.5646081,-0.90051645,0.48137975,-1.51121438,1.97991848,1.61450112,-3.07245827,-1.05638492,1.54633188,-0.7689563,0.24325444,-1.00727057,0.06049067,-2.98745394,1.31155324,3.03142977,1.70998561,0.9752326,-2.28120899,4.33058071,-0.32557952,-2.66178298,1.40634036,1.06119347,-5.25831079,-2.89290571,-0.48131573,0.77634895,0.25069904,-1.45219469,-1.0851295,-1.86198735,-2.84335184,1.39093328,-1.9028703,-0.17716318,1.6591084,-0.07750845,1.51724374,2.18357491,-0.56165826,0.09429184,-1.517995,-0.5596872,-1.63399816,1.37922096,0.6857596,0.0268507,0.03907871,-1.76657403,-2.01727724,0.27438378,-0.57185602,1.78055537,-3.79267669,-1.59835851,-1.44110858,1.21839046,1.62720466,-4.61860943,-3.53302121,-1.51157796,0.69138098,-0.8067106,-0.457962149607843,-6.1577497285,4.4220034885,0.243466462499906
-0.1298632,1.35885537,-2.31870699,-2.62963343,0.58687896,5.79999352,-1.15706587,-0.67487335,-0.24133354,-0.22197117,-1.75311267,1.28739774,-1.50785828,2.39791393,-2.88097191,4.38183403,-1.00683594,3.59451914,-0.74695551,-4.67010641,5.30840635,-7.52357721,0.74336064,-6.42741728,4.95603752,0.99708217,-3.71063042,0.45017946,-0.54314077,-4.24306679,-5.54789114,-1.73840213,1.43327641,-0.6462487,0.66109222,-3.28869963,-2.69911337,-0.00269979,3.29974699,-0.6920867,0.71761024,-1.43685973,1.97809362,1.56536388,-2.24887133,-0.91178501,1.80897391,-0.93750161,0.54182374,-1.02007008,0.38326782,-2.31517291,0.62466574,2.48579359,1.38404584,0.81959045,-2.194098,4.61801147,-0.2233994,-2.25992084,1.45002103,2.18507981,-4.86450768,-3.08616447,-0.78314614,0.53428292,-0.21019042,-1.25552189,-1.30546212,-1.29745424,-2.95155644,0.98004484,-1.62885332,-0.03504515,1.94027865,-0.22519016,0.38407332,2.10822034,-0.58057743,-0.15605596,-0.87490344,-0.87379259,-1.94747949,1.58607221,0.40723109,0.00450027,-0.22086555,-1.65412414,-2.00892878,0.13083756,-0.13969201,1.91554427,-3.12108612,-1.44063282,-0.77321118,0.52717948,1.40093839,-4.63971519,-3.5775671,-1.48502052,0.80585319,-1.27705598,-0.415880091372549,-5.513721967,4.9391362175,0.234177029950948
-0.37480193,1.79048324,-2.19686079,-1.90401292,0.72343779,5.50393295,-0.82556307,-0.76096725,-0.6002596,-0.83984709,-1.99837732,1.80763233,-1.47460306,2.01473284,-3.1130445,4.2458353,-1.2587781,3.49059081,-1.44320762,-5.26755238,5.02703381,-6.8235383,1.58276999,-5.58118105,5.3200016,0.61250848,-3.456007,0.5835681,-0.38662338,-4.21759796,-4.75417423,-0.94553959,1.36633158,0.21542025,0.71505123,-2.86042738,-2.72849607,-0.00654447,2.8970778,-0.51058805,0.9550091,-1.3555814,1.90584517,1.44406652,-1.34292483,-0.74542451,2.010041,-1.07743287,0.82478285,-1.05285263,0.69227374,-1.62649107,-0.0353108,1.86086607,1.04849124,0.62614214,-2.07510042,4.72909355,-0.11166315,-1.78844786,1.44682813,3.24710059,-4.26380539,-3.20798635,-1.08101952,0.28965282,-0.66769898,-0.97137052,-1.45333135,-0.68728197,-2.97929525,0.51946038,-1.28909135,0.13323462,2.18127966,-0.32154799,-0.73041594,1.93960786,-0.52658427,-0.39238644,-0.22051507,-1.16546345,-2.20679665,1.76504421,0.13746357,0.01849586,-0.50699973,-1.4365834,-1.92111421,-0.00653994,0.30549753,1.97977066,-2.35113406,-1.20900691,-0.06303146,-0.20203745,1.15681481,-4.60123825,-3.53321886,-1.41886902,0.86393565,-1.72282135,-0.359801979901961,-5.2418834725,5.012136797,0.224851887596635
-0.5410881,2.19114161,-2.04121995,-1.25799334,0.86379224,5.03676271,-0.43178797,-0.78032351,-0.97030175,-1.41165781,-2.15407658,2.30138969,-1.42196345,1.57054055,-3.27567029,4.02322435,-1.44130135,3.25219488,-2.1558795,-5.67995262,4.67619419,-5.86179543,2.35824299,-4.68558168,5.50318432,0.2354573,-3.03226614,0.69373435,-0.21126199,-4.04653502,-3.84702969,-0.14448363,1.27717137,1.08555639,0.78852856,-2.36441541,-2.63039446,-0.03702283,2.37249947,-0.36540368,1.1817534,-1.27058733,1.76719511,1.24384689,-0.3882224,-0.55675662,2.13955021,-1.18117595,1.07902753,-1.08997345,0.97139275,-0.93169826,-0.63938683,1.18386567,0.71165478,0.40398073,-1.92926002,4.66232967,0.01200796,-1.26315117,1.39982343,4.21648073,-3.479146,-3.24495029,-1.3596096,0.0522877,-1.10920882,-0.61148894,-1.51991975,-0.06059432,-2.93319368,0.0180217,-0.89192265,0.3223615,2.37251759,-0.36893153,-1.79348087,1.68356752,-0.41169918,-0.60582042,0.42643154,-1.42608142,-2.40057325,1.90823507,-0.10820889,0.06620371,-0.80644143,-1.1154356,-1.75285518,-0.12930024,0.75346005,1.96067834,-1.51047468,-0.91553569,0.66118562,-0.93923128,0.90099698,-4.50730133,-3.39856839,-1.32262444,0.87198138,-2.13169956,-0.291112383431373,-4.6766676625,4.675500964,0.216452502953164
-0.61867857,2.54066324,-1.83904815,-0.69057089,1.00365913,4.418612,0.00713742,-0.73080313,-1.33628917,-1.91864192,-2.21237421,2.74495745,-1.34867704,1.07803071,-3.3568244,3.72768354,-1.54782844,2.88720131,-2.85274172,-5.89770937,4.25911331,-4.67014074,3.03566551,-3.78073549,5.50174999,-0.11998913,-2.45757818,0.774822,-0.0188818,-3.7398138,-2.85230112,0.63542271,1.17231703,1.93105125,0.88094002,-1.80938351,-2.41182518,-0.09503901,1.7467761,-0.26271281,1.3854785,-1.18413293,1.56981444,0.96239173,0.57937169,-0.34636045,2.19027758,-1.24318695,1.29310763,-1.1148082,1.20609677,-0.23996851,-1.16251504,0.48420656,0.38150796,0.16409796,-1.76137614,4.42414284,0.14922148,-0.70145744,1.31304908,5.06621647,-2.54219294,-3.18667078,-1.60374856,-0.16917002,-1.52311492,-0.19266659,-1.49963212,0.55349374,-2.82202101,-0.51336372,-0.44744235,0.52512383,2.50604606,-0.37248445,-2.77505636,1.35038114,-0.25059354,-0.78897828,1.04882467,-1.64723217,-2.51960611,2.00859761,-0.31605482,0.14324665,-1.10487783,-0.69744283,-1.50642824,-0.22962022,1.19295704,1.85089099,-0.6302408,-0.5750351,1.37031519,-1.65480077,0.6383934,-4.36428261,-3.17506671,-1.20711255,0.83821392,-2.49241972,-0.211651783431373,-4.335105254,4.423866298,0.209945214767203
-0.60172689,2.82031107,-1.57786202,-0.1959691,1.13796782,3.67574263,0.47223413,-0.61404121,-1.68207037,-2.34510612,-2.17010689,3.11636686,-1.25398052,0.55162323,-3.34676075,3.37417459,-1.5759306,2.40873814,-3.50084615,-5.92028904,3.77952123,-3.28941917,3.58586383,-2.90275097,5.31895685,-0.4407084,-1.75664115,0.82218999,0.18739498,-3.31254435,-1.79783201,1.36652219,1.05876839,2.71980381,0.98908341,-1.20564079,-2.08464384,-0.17966133,1.04464972,-0.20522496,1.55385184,-1.09751022,1.32456243,0.60218024,1.52325642,-0.11607218,2.1581378,-1.26020169,1.4578054,-1.11081123,1.38431025,0.4405511,-1.5848105,-0.20794594,0.06545208,-0.08115205,-1.57583582,4.0286541,0.30054116,-0.12164105,1.191275,5.77379894,-1.49180591,-3.02644181,-1.79929376,-0.36762869,-1.89908051,0.26413941,-1.39042604,1.12718832,-2.6561358,-1.06201982,0.03272671,0.73249006,2.57603025,-0.33973157,-3.64861298,0.95433688,-0.05983281,-0.93624741,1.63176012,-1.82114792,-2.55731559,2.06021094,-0.47466588,0.24372125,-1.38721347,-0.19466603,-1.18740737,-0.3007642,1.61211181,1.64874697,0.25645873,-0.20429227,2.03575516,-2.32079697,0.37251019,-4.18032217,-2.86713266,-1.08377004,0.77207905,-2.79512477,-0.123657434117647,-3.6412246385,4.0161974565,0.206128729862539
-0.48897228,3.01382327,-1.24641132,0.23529786,1.26111841,2.83929801,0.94360983,-0.43540359,-1.99137771,-2.67887831,-2.02908945,3.39645672,-1.13783038,0.00695086,-3.23867607,2.97836876,-1.52744269,1.83465958,-4.06817484,-5.75579548,3.24174166,-1.76796126,3.9861269,-2.08205318,4.96488428,-0.71510136,-0.95959473,0.83263534,0.40325439,-2.78418088,-0.7126435,2.02390909,0.94365466,3.4222312,1.10725617,-0.56505358,-1.66499412,-0.28806412,0.29378024,-0.1921269,1.67518318,-1.01111484,1.04483676,0.17056549,2.40765834,0.13097072,2.0424304,-1.23133588,1.56655514,-1.06259549,1.49713731,1.10257435,-1.89245057,-0.86314833,-0.22988629,-0.31867579,-1.37651932,3.49706173,0.46526965,0.45795268,1.03973484,6.32172775,-0.37211382,-2.76173449,-1.93396211,-0.53778362,-2.22820377,0.73492277,-1.19400775,1.63522577,-2.44689846,-1.61388516,0.53569549,0.93382454,2.57908821,-0.28003919,-4.39186287,0.51309127,0.1429528,-1.04392779,2.16297269,-1.94114006,-2.51007605,2.05850697,-0.5755803,0.36050379,-1.63830602,0.37579942,-0.80460697,-0.33753264,1.99882841,1.35845137,1.11614859,0.17880689,2.63074446,-2.9120574,0.10541464,-3.96473527,-2.48214149,-0.96390164,0.68355489,-3.03169823,-0.0296911649019608,-4.0630028615,3.9616736415,0.205444359789131
-0.28393209,3.10834002,-0.83566809,0.61526734,1.36730325,1.94383407,1.40141177,-0.20372164,-2.24876165,-2.91159248,-1.79614902,3.56981039,-1.00108063,-0.53969663,-3.02925253,2.55609965,-1.40834868,1.18680942,-4.52523375,-5.42012548,2.65081978,-0.15974742,4.2213583,-1.34215558,4.45588732,-0.9336071,-0.10069656,0.8045612,0.62336504,-2.17752314,0.37391126,2.5863657,0.8338846,4.01265526,1.22755408,0.09904152,-1.17254496,-0.41557193,-0.4764128,-0.21924701,1.73903,-0.92457229,0.74579352,-0.3204155,3.19916654,0.39035654,1.84593081,-1.15805423,1.61572957,-0.95697117,1.53939521,1.73943996,-2.07825017,-1.45412302,-0.49882591,-0.53535682,-1.16676259,2.85666919,0.64129591,1.01966906,0.86388713,6.69783497,0.76965594,-2.39448237,-1.99811494,-0.67625207,-2.50312281,1.19396055,-0.91588521,2.05594373,-2.20608759,-2.15394545,1.04760242,1.11725199,2.51448202,-0.20398504,-4.98727608,0.04685289,0.33994424,-1.11029339,2.6330924,-2.00201368,-2.37741566,2.00046825,-0.6137414,0.48561883,-1.84372103,0.99234706,-0.36987066,-0.33661735,2.34125876,0.98985487,1.91660702,0.55613655,3.131639,-3.40718174,-0.1621516,-3.72743535,-2.03030467,-0.85793829,0.58244896,-3.19603682,0.0674448018627452,-4.48534383,4.210923148,0.207851034367072
0.00516909,3.09521842,-0.33973622,0.95725924,1.45089996,1.02571726,1.82675552,0.06913602,-2.44050169,-3.03883123,-1.48291528,3.62552524,-0.84558505,-1.07198381,-2.71903634,2.12281919,-1.22843635,0.49011239,-4.84657764,-4.93572807,2.01265836,1.47769356,4.28483868,-0.69884372,3.81377554,-1.08909106,0.78319395,0.73805964,0.84160006,-1.51760244,1.43300414,3.03711367,0.73577863,4.47048283,1.34033823,0.77200341,-0.62960631,-0.55580533,-1.2359792,-0.27940896,1.73677969,-0.83691663,0.44347176,-0.85449243,3.86814117,0.65651953,1.57482636,-1.04400027,1.60474825,-0.78388363,1.50993991,2.34485316,-2.14185405,-1.95709467,-0.73677069,-0.71874875,-0.94937384,2.13958502,0.8250432,1.54721689,0.66921973,6.89539909,1.88547003,-1.93115377,-1.98539793,-0.78157789,-2.7180407,1.6152488,-0.56526816,2.37214899,-1.94532812,-2.66672754,1.55393171,1.27014709,2.3841877,-0.12268221,-5.42242908,-0.42257714,0.51399517,-1.13553524,3.03572059,-2.00041151,-2.16209626,1.8847779,-0.58779699,0.61064887,-1.99050593,1.62965631,0.10228425,-0.29688871,2.62829828,0.55785757,2.62842298,0.91017473,3.51897216,-3.78931403,-0.43055141,-3.47831607,-1.52439904,-0.77477509,0.47774267,-3.28430462,0.164800995,-4.7937144595,4.2640038045,0.212835276846451
0.36567852,2.9706254,0.24337745,1.27465773,1.50689363,0.1214433,2.20257568,0.36888099,-2.55546379,-3.06009102,-1.10533726,3.55774736,-0.67423773,-1.57412195,-2.31265378,1.69311023,-1.00074244,-0.22848082,-5.0121541,-4.3300724,1.33413863,3.08554482,4.17851591,-0.15985465,3.0647769,-1.17716491,1.65422058,0.63493407,1.05131412,-0.83050311,2.43714952,3.36435175,0.65472716,4.78111887,1.43482184,1.4381752,-0.06012233,-0.70095384,-1.95566988,-0.36295161,1.662166,-0.74679744,0.15387014,-1.4118576,4.3899765,0.92292404,1.23850751,-0.89469218,1.53600383,-0.53719711,1.41174018,2.91261387,-2.08956289,-2.35293269,-0.94031054,-0.85781187,-0.72670054,1.38117075,1.01150787,2.02625203,0.46107602,6.91308308,2.92882037,-1.3825984,-1.89323866,-0.85413331,-2.86869097,1.9739958,-0.1548028,2.57177091,-1.67558813,-3.13680983,2.03985929,1.37974215,2.19278646,-0.04707825,-5.69015503,-0.87284511,0.64946437,-1.12163377,3.3673203,-1.93510461,-1.8700335,1.71192408,-0.5002051,0.72717297,-2.06790328,2.25972366,0.59514689,-0.21954733,2.85008287,0.08147517,3.22640681,1.22477424,3.77833009,-4.04670048,-0.70093203,-3.2267406,-0.97939098,-0.72118944,0.37702608,-3.29506135,0.259379142647059,-4.315903804,4.3794034705,0.219552628781836
0.78103048,2.73591757,0.91112471,1.57975531,1.53130174,-0.73401678,2.51437283,0.67955685,-2.58583188,-2.97862577,-0.68296242,3.36600137,-0.49091977,-2.03146505,-1.8188107,1.28025126,-0.74081218,-0.94113874,-5.00842285,-3.63393497,0.62322724,4.60602283,3.91283464,0.27496302,2.23830032,-1.1963464,2.47518039,0.49863333,1.24564993,-0.14218807,3.36100841,3.56156349,0.59488928,4.93657827,1.49977708,2.08123803,0.51139039,-0.84212995,-2.60812759,-0.45839694,1.51171219,-0.65271592,-0.10795502,-1.97006261,4.74611378,1.18231916,0.84919357,-0.71713072,1.4146378,-0.21527436,1.25171769,3.43638253,-1.93378139,-2.62807393,-1.10727644,-0.94353294,-0.50072747,0.61830425,1.19439626,2.44482446,0.24453425,6.75469446,3.85694313,-0.76368338,-1.72313321,-0.89591569,-2.95228028,2.24807096,0.29983974,2.64826179,-1.40673363,-3.54936171,2.49061131,1.43382525,1.94721472,0.01272209,-5.78853607,-1.28213561,0.73296762,-1.07213783,3.62696004,-1.80715716,-1.51010025,1.48425138,-0.35713863,0.82719141,-2.06797886,2.85306668,1.09040558,-0.10815215,2.99845457,-0.41736832,3.69074917,1.48583257,3.9009583,-4.1730051,-0.97483015,-2.98103237,-0.41195142,-0.70140463,0.28602982,-3.22937083,0.348232227058823,-4.1460515935,4.7391092325,0.227025123281155
