id,cond,n_trials,mean,sd,aSEM,bSEM
a_processed_indivtrial,other,100,0.0330970596267856,0.392808570587932,0.0392808570587932,0.0376339181706722
b_processed_indivtrial,other,100,0.327677687019643,2.48210806235389,0.248210806235389,0.252303346943437
c_processed_indivtrial,other,115,-0.55330554628882,1.86577006847923,0.173983955992774,0.177333180077025
d_processed_indivtrial,other,102,0.0372157799142157,0.650100430591716,0.0643695344038466,0.0614289847981861
e_processed_indivtrial,other,100,0.0412966870000002,1.678095378122,0.1678095378122,0.165731587990741
